eLife_ID,Count.number.of.answers,Collector.ID,Start_Date,End_Date,Time.to.complete,Time,Pace,Provided_Support,Not_ProvidedSupport,Why_NoSupport_NoResponsibility,Why_NoSupport_Invasive,Why_NoSupport_NoNeed,Why_NoSupport_Difficult,Why_NoSupport_Know,Why_NoSupport_Time,Why_NoSupport_SomeoneElse,Why_NoSupport_Qualified,Why_NoSupport_Timing,Why_NoSupport_OwnMH,Why_NoSupport_Politics,Why_NoSupport_Unsure,Why_NoSupport_PNTA,Why_NoSupport_Other,Supporter_CareerStage,Supporter_Officially,Supporter_MH,Supporter_NumberReceivers,Supporter_Country,Supporter_Country_Typos,Receiver_CareerStage,Receiver_CareerStage_Other,Receiver_MH_Perfectionism,Receiver_MH_BurnOut,Receiver_MH_Depression,Receiver_MH_LowSE,Receiver_MH_Anxiety,Receiver_MH_Sleep,Receiver_MH_Panic,Receiver_MH_Suicide,Receiver_MH_SelfHarm,Receiver_MH_Bereavement,Receiver_MH_Substance,Receiver_MH_Eating,Receiver_MH_ADHD,Receiver_MH_Bipolar,Receiver_MH_PTSD,Receiver_MH_Personality,Receiver_MH_Unsure,Receiver_MH_PNTA,Receiver_MH_Other,Receiver_MHCauses_Progress,Receiver_MHCauses_Workload,Receiver_MHCauses_Conflict,Receiver_MHCauses_Bullying,Receiver_MHCauses_Isolation,Receiver_MHCauses_Homesick,Receiver_MHCauses_Funding,Receiver_MHCauses_Admin,Receiver_MHCauses_Sexual,Receiver_MHCauses_Racism,Receiver_MHCauses_Physical,Receiver_MHCauses_MHInstitution,Receiver_MHCauses_NonMHInstitution,Receiver_MHCauses_NotAcademia,Receiver_MHCauses_NotSure,Receiver_MHCauses_PNTA,Receiver_MHCauses_Other,Receiver_MHCauses_Other_Dummy,Receiver_ProfessionalHelp,Receiver_Missing_Personal,Receiver_Missing_Peers,Receiver_Missing_Managers,Receiver_Missing_Institutions,Receiver_Missing_Pro,Receiver_Missing_OutPro,Receiver_Missing_Other,Lenght_Support,Supporter_Actions_OpenUp,Supporter_Actions_Resources,Supporter_Actions_HelpResources,Supporter_Actions_Emotional,Supporter_Actions_Advice,Supporter_Actions_Work,Supporter_Actions_Personal,Supporter_Actions_Crisis,Supporter_Actions_Adjustments,Supporter_Actions_Advocacy,Supporter_Actions_Unsure,Supporter_Actions_PNTA,Supporter_Actions_Other,Supporter_Regrets,Comfortable_withMH,Confident_withMH,Impact_Draining,Impact_Time,Impact_Work,Impact_Personal,Impact_Rewarding,Impact_PositiveDifference,Impact_Beacon,FiveWords,FiveWords_Recoded,Support_Institution,Support_Colleagues,Support_Personal,Support_Receiver,Support_Emotional_No,Support_Emotional_NoFind,Support_Emotional_Institution,Support_Emotional_Colleagues,Support_Emotional_Personal,Support_Emotional_Unsure,Support_Emotional_PNTA,Support_Emotional_Other,Support_Practical,Support_Practical_Other,Advice_Colleagues,Advice_Personal,Advice_Communities,Advice_Written,Advice_Training,Advice_Professionals,Advice_Other,Main_Barriers_NotAvailable,Main_Barriers_NoFind,Main_Barriers_Time,Main_Barriers_Financial,Main_Barriers_NotUseful,Main_Barriers_NoPb,Main_Barriers_Other,Advice_Needed,Advice_Useful,All_Age,All_Gender,All_Gender_Other,All_Minority_No,All_Minority_Ethnicity,All_Minority_Gender,All_Minority_Sex,All_Minority_Disability,All_Minority_SES,All_Minority_Unsure,All_Minority_PNTA,All_Minority_Other,Minority_NoGender_Recoded,All_CurrentRole,All_CurrentRole_Other,All_ResearchField,All_ResearchField_Other,All_Competitiveness,All_ResearchCulture,All_MH,All_UnderstandingMH,Consent_Share,All_Comments,Receiver_CareerStage_clean,Why_NoSupport_Other_Dummy,Why_NoSupport_Answered_Sum,Why_NoSupport_Answered_YN,Receiver_MH_Other_Dummy,Receiver_MH_Answered_Sum,Receiver_MH_Answered_YN,Receiver_Missing_Other_Dummy,Receiver_Missing_Answered_Sum,Receiver_Missing_Answered_YN,Supporter_Actions_Other_Dummy,Supporter_Actions_Answered_Sum,Supporter_Actions_Answered_YN,Support_Emotional_Other_Dummy,Support_Emotional_Answered_Sum,Support_Emotional_Answered_YN,Support_Practical_Other_Dummy,Support_Practical_Answered_Sum,Support_Practical_Answered_YN,Advice_Colleagues_Other_Dummy,Advice_Colleagues_Other,Main_Barriers_Other_Dummy,Main_Barriers_Answered_Sum,Main_Barriers_Answered_YN,All_Gender_Other_Dummy,All_Gender_Answered_Sum,All_Gender_Answered_YN,All_Minority_Other_Dummy,All_Minority_Answered_Sum,All_Minority_Answered_YN,All_CurrentRole_Other_Dummy,All_CurrentRole_Answered_Sum,All_CurrentRole_Answered_YN,All_ResearchField_Other_Dummy,All_ResearchField_Answered_Sum,All_ResearchField_Answered_YN,Supporter_CareerStage_clean,All_Gender_clean,All_CurrentRole_clean
1408,56,248048758,29/10/19 16:49,29/10/19 16:56,00:07:25,445,7.95,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,4,1,2,2,USA,USA,3,,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,1,1,1,NA,NA,,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,5,4,4,3,2,2,4,4,3,,,1,3,3,5,NA,NA,NA,1,1,NA,NA,,4,,4,4,1,3,4,4,,NA,1,NA,NA,1,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,5,5,4,1,,3,0,2,1,0,2,1,0,3,1,0,2,1,0,2,1,0,4,1,NA,NA,0,2,1,0,3,1,0,1,1,0,4,1,0,5,1,4,3,4
1409,47,248048758,29/10/19 16:48,29/10/19 16:57,00:08:46,526,11.19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,2,1,Denmark,Denmark,1,,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,2,NA,NA,NA,NA,NA,NA,,2,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,,,4,3,2,2,2,1,4,5,1,,,6,6,6,5,1,NA,NA,NA,NA,NA,NA,,3,,5,1,1,5,5,1,,NA,NA,NA,NA,NA,1,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,4,5,4,2,Fear of impacting job prospects was a main reason that I kept my own mental health issues to myself,1,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,4,1,0,5,1,4,1,4
1411,62,248048758,29/10/19 16:43,29/10/19 16:51,00:07:30,450,7.26,3,4,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,,3,2,1,1,,,2,,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,NA,NA,1,1,,2,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,,,3,2,5,5,5,4,4,4,1,,,4,3,3,3,1,NA,NA,NA,NA,NA,NA,,3,,3,1,3,5,5,5,,1,1,1,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,18,,5,4,2,4,2,,2,0,4,1,0,4,1,0,2,1,0,5,1,0,0,0,0,3,1,NA,NA,0,3,1,0,1,1,0,1,1,0,4,1,0,18,1,3,1,4
1412,50,248048758,29/10/19 16:43,29/10/19 16:48,00:05:04,304,6.08,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,2,,,3,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,NA,NA,NA,,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,5,2,3,3,2,4,5,4,4,,,3,5,5,5,NA,NA,NA,1,1,NA,NA,,3,,4,4,4,2,2,2,,NA,NA,1,1,NA,NA,,,,NA,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,4,,5,,5,4,5,4,2,,3,0,1,1,0,1,1,0,1,1,0,3,1,0,2,1,0,3,1,NA,NA,0,2,1,0,3,1,0,1,1,0,4,1,0,5,1,3,3,4
1413,67,248048758,29/10/19 16:42,29/10/19 16:49,00:06:52,412,6.15,3,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,,6,2,1,2,Switzerland,Switzerland,4,,1,NA,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,,5,NA,NA,NA,1,1,1,,3,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,,,4,4,5,4,3,2,3,4,4,,,2,2,3,5,1,NA,NA,NA,NA,NA,NA,,3,,3,3,3,3,3,3,,1,1,NA,NA,1,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,5,4,2,4,2,,4,0,2,1,0,7,1,0,3,1,0,7,1,0,0,0,0,3,1,NA,NA,0,3,1,0,1,1,0,1,1,0,6,1,0,5,1,6,1,6
1414,56,248048758,29/10/19 16:42,29/10/19 17:04,00:22:31,1351,24.13,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,2,1,2,Denmark,Denmark,3,,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,NA,1,NA,NA,1,NA,,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,,,4,4,5,5,4,3,4,4,4,,,2,4,3,5,NA,NA,NA,1,1,NA,NA,,3,,4,4,2,2,2,2,,NA,1,1,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,5,,5,2,1,4,2,,3,0,2,1,0,2,1,0,2,1,0,5,1,0,2,1,0,3,1,NA,NA,0,2,1,0,1,1,0,1,1,0,7,1,0,5,1,7,1,7
1415,53,248048341,29/10/19 16:40,29/10/19 16:54,00:13:53,833,15.72,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,2,1,US,USA,4,,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,,,4,NA,1,1,NA,NA,NA,Support from institutions,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,,,3,2,5,5,4,5,4,4,4,"Stressful, distracting",Stressful distracting,2,4,4,5,NA,NA,NA,NA,1,NA,NA,,3,,2,4,5,5,5,5,,NA,1,NA,NA,NA,NA,,,,2,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,6,,11,,5,5,5,4,2,,4,0,0,0,0,3,1,1,3,1,0,2,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,6,1,0,11,1,4,3,6
1416,15,248048758,29/10/19 16:34,29/10/19 16:42,00:08:17,497,33.13,1,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,6,,18,,4,2,5,4,2,"I think sick leave for mental health is not easy to manage in academia for a variety of reasons, and I wish there were more resources/ guidance on how and when to hire a replacement for a struggling postdoc who takes multiple bouts of sick leave with uncertain return dates.",NA,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,6,1,0,18,1,NA,3,6
1417,11,248048758,29/10/19 16:37,29/10/19 16:59,00:22:03,1323,120.27,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,NA,NA,NA,NA,NA,NA,NA,"yes, because of my nationality (as foreigner)",2,4,,5,,2,1,5,3,1,[REDACTED FOR CONFIDENTIALITY],NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,1,1,1,0,4,1,0,5,1,NA,3,4
1418,12,248048758,29/10/19 16:36,29/10/19 16:53,00:16:56,1016,84.67,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,3,1,5,2,2,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,1,1,0,4,1,0,5,1,NA,1,4
1419,63,248048758,29/10/19 16:13,29/10/19 16:46,00:32:29,1949,30.94,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,As a junior member of the lab it was then outside my capabilities,3,1,2,2,India,India,3,,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,,,4,NA,NA,NA,1,1,1,,3,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,,,2,1,5,5,3,4,4,4,4,,,2,4,4,4,NA,NA,NA,1,NA,NA,NA,,0,I needed not to be the person providing support and for there to be institutional mechanisms instead,3,3,2,2,2,2,Not accessed should be changed to not available,1,NA,NA,1,NA,NA,A lot of stigma surrounding mental health,,,3,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,6,,5,,5,5,5,2,2,,3,1,2,1,0,4,1,0,3,1,0,4,1,0,1,1,1,1,1,NA,NA,1,3,1,0,3,1,0,1,1,0,6,1,0,5,1,3,3,6
1420,17,248048758,29/10/19 16:33,29/10/19 16:46,00:13:15,795,46.76,5,5,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,5,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,9,,5,,5,2,4,4,2,"This is a daily job, from foreign students that have problems adapting, to students that struggle with grades, to general problems due to abuse by the PIs",NA,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,9,1,0,5,1,NA,3,9
1421,46,248048758,29/10/19 16:34,29/10/19 16:50,00:15:59,959,20.85,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,1,1,Canad,Canada,3,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,NA,NA,NA,NA,An impartial third party at the university,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,5,3,5,5,5,1,5,4,4,,,1,4,4,5,NA,NA,NA,NA,1,NA,NA,,4,,6,6,6,2,2,6,,NA,NA,NA,NA,NA,NA,I didn_„_t think to look,An impartial third party at the university,,4,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,4,3,5,4,2,,3,0,1,1,0,1,1,1,1,1,0,3,1,0,1,1,0,4,1,NA,NA,1,1,1,0,3,1,0,1,1,0,4,1,0,5,1,4,3,4
1422,46,248048758,29/10/19 16:33,29/10/19 16:42,00:08:52,532,11.57,2,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,,8,2,1,1,USA,USA,3,,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,NA,NA,1,NA,,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,3,4,3,3,2,3,4,4,3,,,3,3,3,5,1,NA,NA,NA,NA,NA,NA,,2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,5,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,0,[REDACTED FOR CONFIDENTIALITY],5,,5,5,4,5,1,,3,0,3,1,0,3,1,0,1,1,0,3,1,0,0,0,0,2,1,NA,NA,0,0,0,0,3,1,0,1,1,1,1,1,0,5,1,8,3,0
1423,62,248048758,29/10/19 16:33,29/10/19 16:46,00:13:20,800,12.9,3,3,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,,3,1,2,1,,,3,,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,NA,1,1,NA,NA,NA,,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,,,5,4,2,2,1,4,5,5,2,,,3,3,3,5,1,NA,NA,NA,NA,NA,NA,,4,,1,1,1,3,1,1,[REDACTED FOR CONFIDENTIALITY],NA,NA,NA,NA,NA,1,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,4,4,5,4,1,,3,0,5,1,0,5,1,0,2,1,0,5,1,0,0,0,0,4,1,NA,NA,0,1,1,0,1,1,0,1,1,0,3,1,0,5,1,3,1,3
1424,51,248048341,29/10/19 16:32,29/10/19 16:41,00:09:30,570,11.18,3,3,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,,7,2,2,2,USA,USA,3,,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[REDACTED FOR CONFIDENTIALITY],NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,1,NA,NA,NA,NA,,5,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,,,5,5,5,4,3,4,4,5,3,[REDACTED FOR CONFIDENTIALITY],[REDACTED FOR CONFIDENTIALITY],2,2,4,5,NA,NA,NA,NA,1,NA,NA,,2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,12,,4,2,5,4,1,,3,0,5,1,1,3,1,0,1,1,0,6,1,0,1,1,0,2,1,NA,NA,0,0,0,0,3,1,0,1,1,0,7,1,0,12,1,7,3,7
1425,57,248048758,29/10/19 16:00,29/10/19 16:38,00:37:54,2274,39.89,2,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,1,United Kingdom,UK,3,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,5,NA,NA,NA,1,1,1,,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,,,2,2,4,3,3,4,5,5,2,,,1,1,1,3,NA,NA,NA,NA,NA,1,NA,,3,,2,2,2,2,2,2,,NA,1,NA,NA,NA,NA,,,,2,1,,NA,1,NA,NA,NA,NA,NA,NA,,2,4,,12,,5,4,5,2,2,,3,0,4,1,0,2,1,0,3,1,0,2,1,0,1,1,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,4,1,0,12,1,3,1,4
1426,55,248048758,29/10/19 16:32,29/10/19 16:49,00:17:04,1024,18.62,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,2,2,,,2,,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,possibly undiagnosed bipolar disorder,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,personal issues with boyfriend,1,3,NA,NA,NA,NA,1,1,,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,3,2,5,4,4,5,4,4,3,,,2,4,4,5,NA,NA,NA,1,1,NA,NA,,3,,4,4,1,3,3,3,,NA,1,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,5,,5,5,5,2,2,,2,0,0,0,1,3,1,0,2,1,0,5,1,0,2,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,7,1,0,5,1,6,3,7
1427,13,248048758,29/10/19 16:32,29/10/19 16:36,00:04:04,244,18.77,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,1,NA,NA,NA,1,NA,NA,,2,5,,5,,5,2,4,5,2,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,2,1,0,5,1,0,5,1,NA,3,5
1428,52,248048758,29/10/19 16:31,29/10/19 16:38,00:07:06,426,8.19,3,4,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,,3,1,1,2,,,1,,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,NA,NA,NA,NA,NA,,2,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,,,5,4,2,4,1,4,4,4,4,,,3,3,3,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,2,5,4,1,,1,0,6,1,0,3,1,0,1,1,0,4,1,0,0,0,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,4,1,0,5,1,3,1,4
1429,58,248048758,29/10/19 16:30,29/10/19 16:47,00:16:47,1007,17.36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,1,2,2,India,India,3,,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,,,2,NA,NA,1,NA,1,1,,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,"I my self suffering from schizophrenia, I am diagnosed when I went into depression due to corrupt recruitments in India, I was jobless and regretted for coming back to India from US",5,5,5,1,1,1,5,5,5,,,5,5,5,5,NA,NA,NA,NA,1,NA,NA,,3,,4,4,4,4,3,3,,1,1,NA,NA,NA,1,,Identifying the cause and helping,Google,4,1,,NA,1,NA,NA,NA,1,NA,NA,,2,8,,5,,5,1,5,4,2,The patients in academia should be connected with mental health professionals and researchers in academia,3,0,0,0,0,5,1,0,3,1,0,2,1,0,1,1,0,3,1,NA,NA,0,3,1,0,1,1,0,2,1,0,8,1,0,5,1,6,1,8
1430,57,248048758,29/10/19 16:30,29/10/19 16:38,00:08:03,483,8.47,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,3,2,United States,USA,3,,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,3,1,NA,1,NA,NA,NA,,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,3,1,1,4,4,4,3,,,3,4,4,3,NA,NA,NA,NA,1,NA,NA,,3,,2,4,1,1,2,2,,NA,1,NA,1,NA,NA,,,,2,1,,NA,1,NA,NA,NA,NA,1,NA,,2,9,,5,,5,4,4,1,2,,3,0,2,1,0,4,1,0,2,1,0,2,1,0,1,1,0,3,1,NA,NA,0,2,1,0,1,1,0,2,1,0,9,1,0,5,1,4,1,9
1431,56,248048758,29/10/19 16:29,29/10/19 16:38,00:09:18,558,9.96,4,3,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,7,2,1,2,UK,UK,3,,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,,,2,NA,NA,NA,NA,1,NA,,3,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,,,5,3,3,3,3,3,4,4,4,challenging rewarding,challenging rewarding,1,3,4,5,NA,NA,NA,NA,1,NA,NA,,3,,3,4,1,3,3,3,,NA,1,NA,NA,NA,NA,,,,4,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,5,,4,2,4,3,2,Thank you for doing this.,3,0,3,1,0,2,1,0,1,1,0,5,1,0,1,1,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,8,1,0,5,1,7,1,8
